company_name,location,ctc,skill_required
Wehire Talent Solutions,"Mumbai, Dahisar","₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Customer Support
91Squarefeet,"Delhi, Gurgaon, Noida","₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Effective Communication
BNM Business Solutions LLP,Navi Mumbai,"₹ 3,00,000 - 4,50,000                                

                        ₹ 3,00,000 - 4,50,000 /year",Effective Communication
Wehire Talent Solutions,"Thane, Navi Mumbai, Mumbai, Mira Bhayandar","₹ 2,00,000 - 4,50,000                                

                        ₹ 2,00,000 - 4,50,000 /year",Effective Communication
Aavishkar Media Group,Delhi,"₹ 3,60,000 - 5,15,000                                

                        ₹ 3,60,000 - 5,15,000 /year",Adobe After Effects
Indianeestaa Foods Private Limited,Bangalore,"₹ 2,00,000 - 2,00,001                                

                        ₹ 2,00,000 - 2,00,001 /year",Computer skills
Recruitment Spot,Mumbai,"₹ 2,15,000 - 2,80,000                                

                        ₹ 2,15,000 - 2,80,000 /year",English Proficiency (Spoken)
Ideastack Solutions Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
ODMAX,Gurgaon,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",Client Relationship
"Abadha Foundation                            
NGO",Delhi,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Canva
Mentoria,Mumbai,"₹ 3,60,000 - 4,20,000                                

                        ₹ 3,60,000 - 4,20,000 /year",Client Relationship Management (CRM)
Construction Playground,Mumbai,"₹ 2,40,000 - 4,80,000                                

                        ₹ 2,40,000 - 4,80,000 /year",Adaptability
Right Health India,Mumbai,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",Canva
Askknatural,Mumbai,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",Effective Communication
Qrata,Mumbai                                            (Hybrid),"₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",English Proficiency (Spoken)
Bezt Labs,Bangalore,"₹ 3,60,000 - 4,80,000                                

                        ₹ 3,60,000 - 4,80,000 /year",Business Development
Qrata,Mumbai,"₹ 2,00,000 - 5,00,000                                

                        ₹ 2,00,000 - 5,00,000 /year",Java
Cre8r.ai (Grunmech Technologies Private Limited),Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Marketing
Travel Arena,Mumbai,"₹ 2,00,000 - 2,25,000                                

                        ₹ 2,00,000 - 2,25,000 /year",Creative Writing
Right Health India,Mumbai,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",English Proficiency (Spoken)
VNB Solar,Vijayawada,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",AutoCAD
CALIN,Gurgaon,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Adobe Illustrator
Right Health India,Mumbai,"₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",Business Analysis
Expectmore BPO Solutions Private Limited,Delhi,"₹ 3,00,000 - 4,50,000                                

                        ₹ 3,00,000 - 4,50,000 /year",English Proficiency (Written)
State Express,"Delhi, South","₹ 3,00,000 - 6,00,000                                

                        ₹ 3,00,000 - 6,00,000 /year",Effective Communication
Mudita,Mumbai,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",Adobe Illustrator
Dolphin Ad World Private Limited,Mumbai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Creative Writing
MentorBoxx,Pune,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",Client Relationship
Mannshakti CMW Centre,Thane,"₹ 2,00,000 - 2,00,001                                

                        ₹ 2,00,000 - 2,00,001 /year",English Proficiency (Spoken)
Jaro Education,Mumbai,"₹ 4,60,000 - 10,00,000                                

                        ₹ 4,60,000 - 10,00,000 /year",English Proficiency (Spoken)
Raylogic Control Systems Pvt Ltd,Mumbai,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",Arduino
AKM,Mumbai,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Effective Communication
Gandharva Production,Mumbai,"₹ 4,00,000 - 9,00,000                                

                        ₹ 4,00,000 - 9,00,000 /year",Branding
Color Spot,Mumbai,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Creative Writing
ONE XL INFO LLP,Pimpri-Chinchwad,"₹ 2,64,000 - 3,00,000                                

                        ₹ 2,64,000 - 3,00,000 /year",Adobe Creative Suite
Aditya Vastu Studio,Pune                                            (Hybrid),"₹ 5,00,000 - 5,50,000                                

                        ₹ 5,00,000 - 5,50,000 /year",Digital Marketing
Candid Solutions,Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",English Proficiency (Spoken)
BookMyShow,Mumbai                                            (Hybrid),"₹ 2,80,000 - 3,60,000                                

                        ₹ 2,80,000 - 3,60,000 /year",Display Ads
FATPOS HUB,Mumbai,"₹ 2,40,000 - 3,84,000                                

                        ₹ 2,40,000 - 3,84,000 /year",Accounting
ONE XL INFO LLP,Pune,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Field Work
HARDYS RETREAT,Koti,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Client Relationship Management (CRM)
Geega Corpsol,Pune                                            (Hybrid),"₹ 2,80,000 - 4,16,000                                

                        ₹ 2,80,000 - 4,16,000 /year",Effective Communication
Hire My Assistants KPO LLP,Mumbai,"₹ 2,40,000 - 2,64,000                                

                        ₹ 2,40,000 - 2,64,000 /year",Computer skills
CloudBird Digital Private Limited,Noida,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",English Proficiency (Spoken)
SPCEPMC,Mumbai,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Accounting
Nindo Education LLP,Hubli,"₹ 2,40,000 - 5,00,000                                

                        ₹ 2,40,000 - 5,00,000 /year",Cold Calling
Vidya Vriddhi,"Pune, Pimpri-Chinchwad, Talegaon Dabhade, Ravet","₹ 2,40,000 - 5,00,000                                

                        ₹ 2,40,000 - 5,00,000 /year",Google Sheets
The Grey Dot,Mumbai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Adobe Photoshop
WhatAbout,Bangalore,"₹ 3,00,000 - 4,50,000                                

                        ₹ 3,00,000 - 4,50,000 /year",Effective Communication
MentorBoxx,Pune,"₹ 3,10,000 - 4,10,000                                

                        ₹ 3,10,000 - 4,10,000 /year",Inside Sales
EPrimacy Marketing Solutions,Chennai,"₹ 2,60,000 - 3,85,000                                

                        ₹ 2,60,000 - 3,85,000 /year",Digital Marketing
DFL Studio,Bangalore                                            (Hybrid),"₹ 2,45,000 - 2,70,000                                

                        ₹ 2,45,000 - 2,70,000 /year",Adobe Illustrator
Exzellenz Career Shapers Private Limited,Bangalore,"₹ 6,00,000 - 7,00,000                                

                        ₹ 6,00,000 - 7,00,000 /year",Effective Communication
SBK & Associates,Hyderabad,"₹ 2,00,000 - 2,61,000                                

                        ₹ 2,00,000 - 2,61,000 /year",Accounting
Kapable.club,Delhi,"₹ 4,00,000 - 9,00,000                                

                        ₹ 4,00,000 - 9,00,000 /year",Conflict Management
Louverline Blinds,Bangalore,"₹ 2,46,000 - 2,82,000                                

                        ₹ 2,46,000 - 2,82,000 /year",Accounting
Pukhraj Health Care Private Limited,Jabalpur                                            (Hybrid),"₹ 2,10,000 - 2,30,000                                

                        ₹ 2,10,000 - 2,30,000 /year",English Proficiency (Spoken)
Ankur Khosla,Mumbai,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Creative Writing
Ikris Pharma Network,Chennai,"₹ 6,00,000 - 10,00,000                                

                        ₹ 6,00,000 - 10,00,000 /year",Effective Communication
Zoapi Innovations Private Limited,Chennai,"₹ 4,00,000 - 11,00,000                                

                        ₹ 4,00,000 - 11,00,000 /year",Channel Management
Vacays Leisure Travel Private Limited,Bangalore,"₹ 2,70,000 - 4,80,000                                

                        ₹ 2,70,000 - 4,80,000 /year",Computer skills
Confluencr,Bangalore,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",Blogging
Cosmos Staffing Solutions,Noida,"₹ 2,50,000 - 3,60,000                                

                        ₹ 2,50,000 - 3,60,000 /year",English Proficiency (Spoken)
Hospitality Minds,Mumbai,"₹ 2,50,000 - 4,00,000                                

                        ₹ 2,50,000 - 4,00,000 /year",Adobe After Effects
Rustic Blends,Mumbai,"₹ 2,16,000                                

                        ₹ 2,16,000 /year",Advanced Excel
Danzofit,Pune,"₹ 2,15,000 - 4,45,000                                

                        ₹ 2,15,000 - 4,45,000 /year",MS-Excel
OMS Technologies,"Delhi, Ghaziabad, Noida","₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Adobe Illustrator
TEKOR MINERALS PRIVATE LIMITED,Ranchi,"₹ 2,65,000 - 3,25,000                                

                        ₹ 2,65,000 - 3,25,000 /year",English Proficiency (Written)
Surgenesis Hospital,Jaipur,"₹ 2,41,000 - 3,01,500                                

                        ₹ 2,41,000 - 3,01,500 /year",Team Management
Quick Digital Technologies Private Limited,Vijayawada,"₹ 2,10,000 - 3,65,000                                

                        ₹ 2,10,000 - 3,65,000 /year",Client Interaction
Vertex Precision Components,Pune,"₹ 2,60,000 - 3,50,000                                

                        ₹ 2,60,000 - 3,50,000 /year",Document Management
Delighted Champs,Navi Mumbai                                            (Hybrid),"₹ 2,40,000 - 2,50,000                                

                        ₹ 2,40,000 - 2,50,000 /year",Effective Communication
Webpulse Solution Private Limited,Delhi,"₹ 2,97,600 - 6,21,000                                

                        ₹ 2,97,600 - 6,21,000 /year",Effective Communication
Exzellenz Career Shapers Private Limited,Bangalore,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",Effective Communication
Floss Dental,Delhi,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",Client Relationship
GD Goenka Healthcare Academy,Delhi,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Client Relationship Management (CRM)
